"O3.Mean","Date.Local"
0.0273927142857143,2001-07-15
0.025882,2001-07-22
0.0264402857142857,2001-07-29
0.0366458571428571,2001-08-05
0.02978125,2001-08-12
0.026256,2001-08-19
0.0253631428571429,2001-08-26
0.0222352857142857,2001-09-02
0.0254953908285807,2001-09-09
0.043208,2001-09-16
0.01116575,2001-09-23
0.0188651428571429,2001-09-30
0.0112141428571429,2001-10-07
0.015223,2001-10-14
0.0166488571428571,2001-10-21
0.009133,2001-10-28
0.0101868571428571,2001-11-04
0.008491,2001-11-11
0.0078,2001-11-18
0.00631028571428571,2001-11-25
0.005024,2001-12-02
0.00486014285714286,2001-12-09
0.00677971428571429,2001-12-16
0.00620214285714286,2001-12-23
0.00686971428571429,2001-12-30
0.00490585714285714,2002-01-06
0.00750114285714286,2002-01-13
0.00396414285714286,2002-01-20
0.00444433333333333,2002-01-27
0.009542,2002-02-03
0.0130001428571429,2002-02-10
0.0128854285714286,2002-02-17
0.01575,2002-02-24
0.0130575714285714,2002-03-03
0.0117022857142857,2002-03-10
0.0185595714285714,2002-03-17
0.016588,2002-03-24
0.0193335,2002-03-31
0.0201462857142857,2002-04-07
0.0141388333333333,2002-04-14
0.0227244285714286,2002-04-21
0.0201846,2002-04-28
0.0290734285714286,2002-05-05
0.0321341428571429,2002-05-12
0.0293135714285714,2002-05-19
0.0185774285714286,2002-05-26
0.0293532857142857,2002-06-02
0.0291088571428571,2002-06-09
0.0284662857142857,2002-06-16
0.0367082857142857,2002-06-23
0.0367024285714286,2002-06-30
0.0353251428571429,2002-07-07
0.0357798571428571,2002-07-14
0.0245628571428571,2002-07-21
0.03859375,2002-07-28
0.027988,2002-08-04
0.0367678571428571,2002-08-11
0.0335761666666667,2002-08-18
0.0194578571428571,2002-08-25
0.0209512857142857,2002-09-01
0.022764,2002-09-08
0.0181251428571429,2002-09-15
0.0109524285714286,2002-09-22
0.0190705714285714,2002-09-29
0.0180774285714286,2002-10-06
0.0122482857142857,2002-10-13
0.00903385714285714,2002-10-20
0.01132875,2002-10-27
0.0103492563321968,2002-11-03
0.00957491562659491,2002-11-10
0.00942286486094682,2002-11-17
0.00878571428571429,2002-11-24
0.00915071428571429,2002-12-01
0.00842728571428572,2002-12-08
0.00778571428571429,2002-12-15
0.0106427142857143,2002-12-22
0.00941928571428572,2002-12-29
0.00772114285714286,2003-01-05
0.0104665714285714,2003-01-12
0.0143594285714286,2003-01-19
0.00614785714285714,2003-01-26
0.0107857142857143,2003-02-02
0.01034375,2003-02-09
0.011466,2003-02-16
0.0154881428571429,2003-02-23
0.0149857142857143,2003-03-02
0.0150185714285714,2003-03-09
0.0182712857142857,2003-03-16
0.022131,2003-03-23
0.0211534285714286,2003-03-30
0.027995,2003-04-06
0.0303642857142857,2003-04-13
0.028902,2003-04-20
0.0250832857142857,2003-04-27
0.0143811428571429,2003-05-04
0.0198394285714286,2003-05-11
0.0134465714285714,2003-05-18
0.0208098571428571,2003-05-25
0.0249104285714286,2003-06-01
0.0277798571428571,2003-06-08
0.0196138571428571,2003-06-15
0.0392858571428571,2003-06-22
0.0435104285714286,2003-06-29
0.0294762857142857,2003-07-06
0.0318332857142857,2003-07-13
0.0364522857142857,2003-07-20
0.0263625714285714,2003-07-27
0.0152085,2003-08-03
0.0274592919199183,2003-08-10
0.02415430504502,2003-08-17
0.0205972117991567,2003-08-24
0.0167765116943594,2003-08-31
0.0186076666666667,2003-09-07
0.0166631719510593,2003-09-14
0.0222162,2003-09-21
0.0110665714285714,2003-09-28
0.0147561428571429,2003-10-05
0.0148748571428571,2003-10-12
0.0116427142857143,2003-10-19
0.0100694285714286,2003-10-26
0.007654,2003-11-02
0.0112475714285714,2003-11-09
0.00798428571428571,2003-11-16
0.00876385714285714,2003-11-23
0.0117082857142857,2003-11-30
0.0148511428571429,2003-12-07
0.00894328571428571,2003-12-14
0.00635714285714286,2003-12-21
0.00813668105207029,2003-12-28
0.0091615,2004-01-04
0.00808528571428571,2004-01-11
0.0102122857142857,2004-01-18
0.0115734285714286,2004-01-25
0.00713285714285714,2004-02-01
0.0102354285714286,2004-02-08
0.01491575,2004-02-15
0.0176275714285714,2004-02-22
0.0124604285714286,2004-02-29
0.0198171428571429,2004-03-07
0.0203271428571429,2004-03-14
0.022605,2004-03-21
0.0214701666666667,2004-03-28
0.0235655714285714,2004-04-04
0.0215555714285714,2004-04-11
0.029259,2004-04-18
0.0264225714285714,2004-04-25
0.0208611666666667,2004-05-02
0.0244877142857143,2004-05-09
0.02271,2004-05-16
0.0256784285714286,2004-05-23
0.0272952857142857,2004-05-30
0.028131,2004-06-06
0.0301037142857143,2004-06-13
